id	audio	n_frames	tgt_text
mrt_04310_00182070979	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00182070979.wav	335872	अर्चनाचा जन्म एकोणीसशे नव्व्याण्णव सालातील एप्रिल ह्या महिन्यात रत्‍नागिरी इथे झाला
mrt_02484_01941969393	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_01941969393.wav	458752	अर्चनाला यानिमित्त पावणेपाच हजार रुपयांचे भरघोस बक्षीस मिळाले आणि तिने लगेच हे पैसे आपल्या आईवडिलांना दिले
mrt_01523_02045694390	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_02045694390.wav	401241	एक बस बारा तासांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त दहा मिनिटे आहेत
mrt_04310_00603334214	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00603334214.wav	339968	अश्विनीचा जन्म दोन हजार बारा सालातील जुलै ह्या महिन्यात मनमाड इथे झाला
mrt_02436_01567218716	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_01567218716.wav	227370	आजचा दिवस सुस्तावलेला आहे का ?
mrt_03397_01030152734	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01030152734.wav	446464	एबी डीव्हिलियर्स यांनी कालच्या मुलाखतीत गतकाळातल्या स्मृतींना उजाळा देत सांगितलं की त्यांना लहानपणी लोहार बनायचं होतं
mrt_02484_00749233488	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00749233488.wav	262144	पहिल्या कारखान्यात कसलं उत्पादन केलं होतं ते तुम्हाला माहीत आहे का ?
mrt_04310_01766616327	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01766616327.wav	360448	कर्माकर ही प्रोदुनोव्हा प्रकार केलेल्या जगातील पाच जिम्नॅस्टपैकी एक आहे
mrt_02484_01318739326	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_01318739326.wav	245760	मला कळलं नाही . तुम्हाला मला काय विचारायचं आहे ?
mrt_03397_00101003099	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00101003099.wav	352256	मी तुम्हाला मदत करण्यासाठी आहे . मी तुम्हाला काय मदत करू शकते ?
mrt_09697_01357702533	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01357702533.wav	463656	आता सिंडिकेट बँकेची दुसरी शाखा महात्मा फुले मंडईजवळ उघडते आहे , परवा तिचा उद्घाटन समारंभ आहे
mrt_02624_01086008068	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01086008068.wav	372736	अक्षयने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात पाचवा आला
mrt_02624_00789480651	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00789480651.wav	376832	अक्षयने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात अठरावा आला
mrt_09697_00126497019	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00126497019.wav	664276	आपल्या अभिनयासाठी काजोलने आजवर सहा फिल्मफेअर पुरस्कार जिंकले आहेत . त्यांपैकी विक्रमी पाच पुरस्कार सर्वोत्तम अभिनेत्री ह्या श्रेणीमध्ये आहेत
mrt_03397_00029099155	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00029099155.wav	311296	अनुजाचा जन्म दोन हजार चार सालातील एप्रिल या महिन्यात लखनऊ इथे झाला
mrt_03397_01036085603	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01036085603.wav	368640	एम्मा थॉम्पसन ही हा सन्मान प्राप्त झालेली पहिली महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_03349_01132795496	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01132795496.wav	356352	खार रोड हे या मार्गावरील दुसरं स्थानक असून येथे ट्रेन बराच वेळ थांबते
mrt_03397_01297965127	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01297965127.wav	495616	अॅशली नोफ्केने गेल्या सामन्यात अपूर्व कामगिरी करून दाखवल्यावर यावेळी मुंबई इंडियन्स संघाने त्याच्या मानधनात घसघशीत वाढ केली
mrt_03349_00945547747	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00945547747.wav	483328	कोलकात्यात ऊन्ह नाहीये एकोणतीस अंश सेल्सिअस एवढं तापमान असून पावसाच्या सरी पडत आहेत
mrt_02436_00470071368	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00470071368.wav	427990	कॅथरीन झेटा जोन्स ही हा सन्मान प्राप्त झालेली दहावी महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_03397_01861517025	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01861517025.wav	180224	एका वास्तूचा चौथरा अजून व्यवस्थित आहे
mrt_09697_00509625023	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00509625023.wav	454740	आफ्टर अवर्स ट्रेडिंगमधे किंमत दोन पूर्णांक तीन टक्क्यांनी वाढून सातशे पन्नास डॉलर झाली आहे
mrt_01523_01008229819	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01008229819.wav	298701	एक बस दोन तासांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त वीस मिनिटं आहेत
mrt_04310_00672010228	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00672010228.wav	270336	किंमत दोन दशांश तीन टक्के घसरून सातशे पन्नास डॉलरवर बंद झाली
mrt_02624_01364955455	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01364955455.wav	167936	का नाही ? काहीतरी करुया
mrt_04310_01093255012	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01093255012.wav	229376	कधीकधी एखाद्या गोष्टीचा अर्थ जाणून घेणं मला कठीण जातं
mrt_04310_01899429748	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01899429748.wav	450560	अमोलने गेल्या महिन्यात हे शिखर सर केले आणि तो या शिखरावर आपले पाय रोवणारा सतरावा गिर्यारोहक बनला
mrt_03397_00468124190	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00468124190.wav	221184	एकोणतीस एवढं तापमान असून जोरदार पाऊस पडतो आहे
mrt_09697_01837596219	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01837596219.wav	267494	आफ्टर अवर्स ट्रेडिंगमधे किंमत सातशे पन्नास डॉलर आहे
mrt_03349_00262724734	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00262724734.wav	200704	गणिताच्या सरांनीच उत्तर दिलेलं मला आवडेल
mrt_02624_01010986047	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01010986047.wav	491520	अठ्ठावीस मे एकोणीसशे सत्त्याहत्तर रोजी रोहिणी ओक जयदेव हट्टंगडींशी विवाहबद्ध होऊन रोहिणी हट्टंगडी झाल्या
mrt_02624_01936911566	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01936911566.wav	147456	खरंच ? धन्यवाद
mrt_02624_00618597827	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00618597827.wav	344064	अंजाम चित्रपटामधील अभिनयाबद्दल समीक्षकांकडून तिला प्रशंसा लाभली
mrt_09697_01659542254	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01659542254.wav	526071	आदित्यला मार्गशीर्ष महिन्यात बी एम डब्ल्यू मध्ये चांगल्या पगारावर नोकरी लागली आणि त्याच्या कष्टाचे चीज झाले
mrt_03397_01732633883	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01732633883.wav	266240	एर्नाकुलममधे या क्षणी अठ्ठ्याहत्तर अंश फॅरनहाईट इतकं तापमान आहे
mrt_03349_01748397708	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01748397708.wav	462848	गाडगे महाराज एकदा मुंबापुरी येथे गेले होते आणि त्यांनी तिथल्या काही महत्त्वाच्या व्यक्तींशी संवाद साधला होता
mrt_01523_01880058904	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01880058904.wav	387866	एक बस दहा मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पाच सेकंदं आहेत
mrt_01523_00220035026	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_00220035026.wav	468114	ए बी डी व्हिलियर्स यांनी कालच्या मुलाखतीत गतकाळातल्या स्मृतींना उजाळा देत सांगितले की त्यांना लहानपणी लोहार बनायचे होते
mrt_03397_01627505266	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01627505266.wav	163840	आकाशगंगा खरंच खूप सुंदर आहे
mrt_02624_01552512808	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01552512808.wav	286720	अंतिम सामना जिंकल्यावर भारतीय संघाला विश्वचषक मिळाला
mrt_02436_00788968652	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00788968652.wav	370033	केट ब्लॅंचेट ही हा सन्मान प्राप्त झालेली सतरावी महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_02436_00635759068	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00635759068.wav	347742	कोणी नीच माणूस असेल आणि त्याच्याकडे एखादा चांगला गुण असेल तर तो आत्मसात करावा
mrt_02436_01729715639	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_01729715639.wav	405699	कीरॉन पोलार्ड हा अ‍ॅन हॅथवेचा आवडता क्रिकेटपटू आहे त्याचा सामना ती कधीच चुकवत नाही
mrt_03349_00533235990	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00533235990.wav	319488	खेड हे या मार्गावरील आठवे स्थानक असून येथे ट्रेन बराच वेळ थांबते
mrt_03398_00647763256	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00647763256.wav	380928	आता अ‍ॅक्सिस बँकेची आठवी शाखा महात्मा फुले मंडईजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_03398_00994124893	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00994124893.wav	405504	आणि अनेकजण अगदी राजू परूळेकरपासून ते सामान्य माणसापर्यंत बरेच मराठी लोक ब्लॉगद्वारे लिखाण करतात
mrt_01523_02102175804	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_02102175804.wav	436907	एक बस पाच मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पंचावन्न मिनिटं आहेत
mrt_02484_00463311036	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00463311036.wav	172032	पण मी तुम्हाला कशी हाक मारू ?
mrt_01523_01636648479	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01636648479.wav	240744	मी तुम्हाला कोणत्याही प्रकारे मदत करू शकतो का ?
mrt_03349_00185764034	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00185764034.wav	176128	का नाही ? काहीतरी करुया
mrt_04310_00808849879	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00808849879.wav	331776	कर्नाटकाने आजवर रणजी करंडक आठ वेळा तर इराणी करंडक सहा वेळा जिंकला आहे
mrt_03398_01377180824	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_01377180824.wav	323584	आता एच डी एफ सी बँकेची सतरावी शाखा तुळशीबाग मार्केटजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_03398_00917726263	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00917726263.wav	499712	आज पूर्व प्रमाण वेळेनुसार सोळा पस्तीस वाजता नॅसडॅकवर एकशे तेवीस पूर्णांक चार शून्य यु एस डॉलर प्रति शेअर
mrt_03349_01126065619	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01126065619.wav	344064	खारीचे गाल भरल्यावर तिच्या डोक्याच्या तिप्पट आकाराचे होऊ शकतात
mrt_03398_00971376726	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00971376726.wav	241664	पूर्वीचे महल लाकडापासून बनवलेले असत हे तुम्हाला माहीत आहे का ?
mrt_02436_01445823883	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_01445823883.wav	169413	ओह . मी काय मदत करू ?
mrt_03349_01806836249	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01806836249.wav	552960	कोहली उत्तमनगरमधे लहानाचा मोठा झाला आणि विशाल भारती पब्लिक स्कूलमधे त्याचं शालेय शिक्षण सुरू झालं
mrt_09697_00535936273	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00535936273.wav	298701	मशीद . सर्वांत पुरातन मशीद कुठे आहे हे तुम्हाला माहीत आहे का ?
mrt_03397_02018280946	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_02018280946.wav	348160	एकोणीसशे बेचाळीसमधे लता अवघ्या तेरा वर्षांची होती तेव्हा वडील हृदयविकाराने निवर्तले
mrt_03349_01176491327	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01176491327.wav	380928	क्रिस गेल हा मार्टिना हिंगीसचा आवडता क्रिकेटपटू आहे त्याचा सामना ती कधीच चुकवत नाही
mrt_02484_01431743952	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_01431743952.wav	221184	मला ठरवता येत नाहीये तुम्ही रात्री काय जेवणार ?
mrt_02436_00856915936	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00856915936.wav	396783	केटी पेरी ही हा सन्मान प्राप्त झालेली पंधरावी महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_04310_00400981063	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00400981063.wav	143360	कधीकधी वाईट वाटू शकतं
mrt_03398_00989413253	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00989413253.wav	368640	आता देना बँकेची पंधरावी शाखा फॅशन स्ट्रीटजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_03398_02145517609	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_02145517609.wav	360448	आज गुगल दोन पूर्णांक तीन टक्के घसरून सातशे पन्नास डॉलरवर बंद झालं
mrt_09697_00119277786	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00119277786.wav	432448	आदित्यला मे महिन्यात डेलमधे चांगल्या पगारावर नोकरी लागली आणि त्याच्या कष्टाचे चीज झाले
mrt_03397_01415617889	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01415617889.wav	331776	अनुजाचा जन्म दोन हजार पाच सालातील जानेवारी या महिन्यात विशाखापट्टणम इथे झाला
mrt_09697_01361931002	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01361931002.wav	289785	भारतात पहिली रेल्वे कधी धावली होती ते तुम्हाला ठाऊक आहे का ?
mrt_02624_00916535223	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00916535223.wav	335872	अचलपूर हे या मार्गावरील दहावे स्थानक असून येथे ट्रेन बराच वेळ थांबते
mrt_01523_01350756439	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01350756439.wav	401241	एक बस दहा तासांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पंचावन्न मिनिटं आहेत
mrt_03397_01340639179	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01340639179.wav	212992	मी मस्त . तुमच्यासाठी मी काय करू शकते ?
mrt_03397_00488020151	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00488020151.wav	339968	असा मान मिळालेला तो पहिला खेळाडू आणि विमानोड्डाणाची पार्श्वभूमी नसलेला पहिला माणूस आहे
mrt_02484_01642341263	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_01642341263.wav	331776	अश्वघोष हा बहुधा पुढे विसाव्या शतकात रूढ झालेल्या पथनाट्याचा जनक असावा
mrt_03397_01287550087	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01287550087.wav	212992	एर्नाकुलममध्ये ताशी सहा मैल वेगाने वारे वाहत आहेत
mrt_03349_01532607359	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01532607359.wav	372736	खारघर हे या मार्गावरील सोळावे स्थानक असून येथे ट्रेन बराच वेळ थांबते
mrt_03398_00793356636	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_00793356636.wav	352256	आता अ‍ॅक्सिस बँकेची चौथी शाखा फॅशन स्ट्रीटजवळ उघडते आहे , परवा तिचा उद्घाटन समारंभ आहे
mrt_09697_01875066909	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01875066909.wav	254119	मला ठरवता येत नाहीये तुम्ही रात्री काय जेवणार ?
mrt_02484_01752314005	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_01752314005.wav	266240	पोलिसांचे सायरन्स वेगवेगळ्या प्रकारचे असतात हे तुम्हाला माहीत आहे का ?
mrt_04310_01996074242	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01996074242.wav	315392	अनेक मंदिरांमध्ये शेजारतीपूर्वी देवाला विडा देण्याची पद्धत असते
mrt_03397_01808661403	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01808661403.wav	319488	सुट्टीसाठी तयार आहात बुकिंग करण्यात मी तुम्हाला मदत करू शकतो ?
mrt_03397_00105607076	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00105607076.wav	233472	एकोणीसशे पंचाहत्तर साली ते युक्रांद चळवळीचा एक हिस्सा होते
mrt_02436_00239075754	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00239075754.wav	151580	कदाचित आता आराम करण्याची वेळ आहे ?
mrt_02484_00199232981	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00199232981.wav	299008	मला जे काही करता येईल ते मी करेन . काय काम आहे ?
mrt_02484_00473785236	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02484_00473785236.wav	282624	पूर्वीचे महाल लाकडापासून बनवलेले असत हे तुम्हाला माहीत आहे का ?
mrt_03397_00460449966	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00460449966.wav	434176	माझ्यासाठी सर्वांत कठीण काय ? कधीकधी गप्पांमध्ये आलेली एखादी गोष्ट समजून घेणं मला कठीण जातं
mrt_03397_00625581780	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00625581780.wav	372736	अनुजा ह्या सुट्टीत बांडुंगला जाऊन तिथे चांगली बारा दिवस राहून अख्खं शहर पालथं घालणार आहे
mrt_03349_01360187632	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_01360187632.wav	417792	क्लिंट मॅकके हा हिलरी क्लिंटनचा आवडता क्रिकेटपटू आहे त्याचा सामना ती कधीच चुकवत नाही
mrt_03398_01490885348	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_01490885348.wav	323584	आज आमची कोळीण ताजे ताजे बांगडे घेऊन आली होती
mrt_03397_00614180650	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00614180650.wav	192512	माझी रास कर्क आहे . आणि तुमची ?
mrt_04310_02135398123	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_02135398123.wav	520192	अश्विनीला यानिमित्त आठ हजार सातशे पन्नास रुपयांचे भरघोस बक्षीस मिळाले आणि तिने लगेच हे पैसे आपल्या आईवडिलांना दिले
mrt_01523_00252218064	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_00252218064.wav	227370	मी तुम्हाला कशाप्रकारे मदत करू शकतो ?
mrt_03349_00253931792	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00253931792.wav	430080	खेळाडूंविषयी आणखी जाणून घेण्यात मी तुम्हाला मदत करू शकते . तुम्हाला काय जाणून घ्यायचं आहे ?
mrt_03397_01962644275	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01962644275.wav	233472	हो . तुम्हाला मला काय सांगायचं आहे ?
mrt_02436_01823819946	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_01823819946.wav	258577	कुटंबातली नाती कधीकधी खूप गुंतागुंतीची होतात
mrt_02624_00371369560	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00371369560.wav	167936	अच्छा मी काही मदत करू शकतो का ?
mrt_09697_00105090076	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00105090076.wav	365575	आपल्या पुत्राने जीवनाची सर्व सुखं उपभोगावीत म्हणून राजा व राणी त्याचं लग्न करतात
mrt_03349_00373112330	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00373112330.wav	581632	क्रिकेट आणि ऑस्ट्रेलियन फुटबॉलचे जवळचे ऐतिहासिक संबंध आहेत आणि बरेच खेळाडू ह्या दोन्ही खेळांमध्ये वरच्या पातळीवर खेळलेले आहेत
mrt_02624_02010159075	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_02010159075.wav	241664	अकबर राजाकडे जवळजवळ हजार चित्ते होते
mrt_03397_00172824619	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00172824619.wav	393216	मी काही चुकीचं समजले का ? मी आज असं अजिबात करणार नाही , असं वचन मी स्वतःला दिल होतं
mrt_04310_00303122877	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00303122877.wav	483328	अनुजाला यानिमित्त दोन हजार रुपयांचे भरघोस बक्षीस मिळाले तिने लगेच हे पैसे आपल्या आईवडलांना दिले
mrt_02624_02012840599	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_02012840599.wav	258048	एखादा इमोजी गेम खेळून पाहण्याबद्दल तुमचं काय मत आहे ?
mrt_09697_01256923939	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01256923939.wav	468114	आम्ही संयोजकांना विचारायला गेलो तेव्हा ते म्हणाले की कार्यक्रम सुरू व्हायला अजून साडेतीन तास आहेत
mrt_03397_01102758522	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01102758522.wav	204800	मी तुमच्यासाठी काही करू शकतो का ?
mrt_04310_02030005239	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_02030005239.wav	356352	अश्विनीचा जन्म दोन हजार दहा सालातील वैशाख या महिन्यात उस्मानाबाद येथे झाला
mrt_04310_02028007178	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_02028007178.wav	286720	कसारा हे या मार्गावरील सतरावे स्थानक असून येथे ट्रेन बराच वेळ थांबते
mrt_04310_00623217837	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00623217837.wav	258048	कापडाचे पट्टे मात्र सरळसपाट गुंडाळलेले असत त्यांना पीळ नसे
mrt_02436_02060674226	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_02060674226.wav	356659	कोपर हे या मार्गावरील दुसरं स्थानक असून येथे ट्रेन बराच वेळ थांबते
mrt_01523_01855999645	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01855999645.wav	410157	ऋतूंनुसार होणारे हवामानातले किरकोळ बदल इतर बऱ्याच गोष्टींवर अवलंबून असतात
mrt_04310_00586428281	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00586428281.wav	196608	किंमत घसरून एक हजार चारशे पन्नास डॉलरवर आली
mrt_01523_01519985795	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01519985795.wav	463656	इशांत शर्मा यांनी कालच्या मुलाखतीत गतकाळातल्या स्मृतींना उजाळा देत सांगितले की त्यांना लहानपणी वकील बनायचे होते
mrt_03398_01732592619	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03398_01732592619.wav	495616	आणि यदाकदाचित बांगड्या बावनकशी असतील , तर अडीअडचणीच्या वेळी त्या सावकाराच्या तिजोरीत जाऊन बसतात
mrt_04310_01268716076	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_01268716076.wav	319488	अभिजीतनं यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात पाचवा आला
mrt_02436_00202426315	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_00202426315.wav	151580	किती सुंदर राष्ट्रीय उद्यान आहे !
mrt_02624_02057656066	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_02057656066.wav	249856	जगात इतके प्रतिभावान अभिनेते आहेत तुम्हाला कोण आवडतं ?
mrt_02436_01215586787	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_01215586787.wav	218453	कोणतातरी एकच चित्रपट नाही निवडता येत
mrt_09697_01398744624	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_01398744624.wav	481489	आदित्यने गेल्या महिन्यात हे शिखर सर केले आणि तो या शिखरावर आपले पाय रोवणारा तिसरा गिर्यारोहक बनला
mrt_02624_00412290653	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00412290653.wav	385024	तरीही मी तुमच्यासाठी थोडीफार माहिती गोळा करू शकते . तुम्हाला काय जाणून घ्यायला आवडेल ?
mrt_03397_00522080932	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_00522080932.wav	180224	मी ठीक आहे . काय सेवा करू तुमची ?
mrt_04310_00477963325	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00477963325.wav	303104	कधीकधी माझ्याकडून चुका होता पण मी नेहमीच त्यातून काहीतरी शिकण्याचा प्रयत्न करतो
mrt_03397_01032828270	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03397_01032828270.wav	274432	अनुजाचा जन्म दोन हजार चार सालातील एप्रिल ह्या महिन्यात लखनौ इथे झाला
mrt_02624_01300921771	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_01300921771.wav	241664	चला दुसरं काहीतरी बोलू तुम्हाला विनोद ऐकायाचा आहे ?
mrt_09697_00830964693	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00830964693.wav	338826	आफ्टर अवर्स ट्रेडिंगमधे ॲपल कितीवर ट्रेडिंग करत आहे ते मला माहीत नाही
mrt_03349_00151744383	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_03349_00151744383.wav	548864	क्लिंट मॅककेला चेन्नई सुपर किंग्ज संघातर्फे खेळायची इच्छा तर आहे परंतु त्याची अलीकडील कामगिरी पाहता ते शक्य होईल असे वाटत नाही
mrt_04310_00015957872	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_04310_00015957872.wav	245760	काही गोष्टींत मी स्मार्ट आहे . पण बहुतांश गोष्टी मी अजूनही शिकते आहे
mrt_09697_02139010528	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_02139010528.wav	436907	आता सारस्वत बँकेची सातवी शाखा फॅशन स्ट्रीटजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_01523_01476553223	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_01523_01476553223.wav	338826	एक बस दोन तासांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पंधरा मिनिटं आहेत
mrt_02624_00214442245	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02624_00214442245.wav	409600	अदिती परवा यांगूनमधे गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला जिम कॅरीचा पुतळा दिसला
mrt_09697_00771729023	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_09697_00771729023.wav	227370	आपल्याला ताज्या बातम्या ऑनलाइन मिळू शकतात
mrt_02436_01989182835	/home/user/anamika_ml_project/dataset/mr_in_female/mrt_02436_01989182835.wav	423532	किती तोळ्याच्या घालणार किती घालणार किती कॅरेटच्या यावरून मग महाभारत होण्याचे चान्सेस खूप असतात
